"ID","영문식별자(Key)","기술명(한국어)","기술명(영어)","타입(Type)","분류(Category)","위력(Power)","명중률(Accuracy)","기본PP","한국어설명(Description Ko)","영어설명(Description En)"
"830","stone-axe","암석액스","stone-axe","rock","physical","65","90","15","돌도끼로 상대를 베어가른다. 필드에 스텔스록(바위 조각)을 흩뿌린다.","If this move is successful, it sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in. Foes lose 1/32, 1/16, 1/8, 1/4, or 1/2 of their maximum HP, rounded down, based on their weakness to the Rock type; 0.25x, 0.5x, neutral, 2x, or 4x, respectively. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog."
"831","springtide-storm","봄의폭풍","springtide-storm","fairy","special","100","80","5","봄의 폭풍으로 상대를 공격한다. 상대의 공격을 떨어뜨릴 때가 있다.","Has a 30% chance to lower the target's Attack by 1 stage."
"832","mystical-power","신비의힘","mystical-power","psychic","special","70","90","10","신비한 힘으로 상대를 공격한다. 자신의 특수공격이 오른다.","Has a 100% chance to raise the user's Special Attack by 1 stage."
"833","raging-fury","대격분","raging-fury","fire","physical","120","100","10","격렬한 분노로 불꽃을 뿜어 공격한다. 2~3턴 동안 난동부린 뒤 혼란에 빠진다.","The user spends two or three turns locked into this move and becomes confused immediately after its move on the last turn of the effect if it is not already. This move targets an opposing Pokemon at random on each turn. If the user is prevented from moving, is asleep at the beginning of a turn, or the attack is not successful against the target on the first turn of the effect or the second turn of a three-turn effect, the effect ends without causing confusion. If this move is called by Sleep Talk and the user is asleep, the move is used for one turn and does not confuse the user."
"834","wave-crash","웨이브태클","wave-crash","water","physical","120","100","10","물결을 두르고 전력으로 돌진한다. 상대에게 준 데미지의 일부를 반동으로 받는다.","If the target lost HP, the user takes recoil damage equal to 33% the HP lost by the target, rounded half up, but not less than 1 HP."
"835","chloroblast","클로로블라스트","chloroblast","grass","special","150","95","5","체내의 엽록소 에너지를 모아 폭발시킨다. 자신의 최대 HP의 절반을 소모한다.","If this move is successful, the user loses 1/2 of its maximum HP, rounded up, unless the user has the Magic Guard or Rock Head Abilities."
"836","mountain-gale","빙산바람","mountain-gale","ice","physical","100","85","10","거대한 빙산을 일으켜 내려친다. 상대를 풀죽게 만들 때가 있다.","Has a 30% chance to make the target flinch."
"837","victory-dance","승리의춤","victory-dance","fighting","status","","","10","승리를 기원하는 춤을 춘다. 자신의 공격, 방어, 스피드가 1랭크씩 오른다.","Raises the user's Attack, Defense, and Speed by 1 stage."
"838","headlong-rush","들이받기","headlong-rush","ground","physical","120","100","5","무방비 상태로 상대를 향해 전력 돌진한다. 자신의 방어와 특수방어가 떨어진다.","Lowers the user's Defense and Special Defense by 1 stage."
"839","barb-barrage","독침천발","barb-barrage","poison","physical","60","100","10","독가시를 무수히 발사한다. 상대가 상태이상일 경우 데미지가 2배가 된다.","Has a 50% chance to poison the target. Power doubles if the target is already poisoned."
"840","esper-wing","오라윙","esper-wing","psychic","special","80","100","10","오로라 날개로 공격한다. 급소에 맞기 쉬우며 자신의 스피드가 오른다.","Has a 100% chance to raise the user's Speed by 1 stage and a higher chance for a critical hit."
"841","bitter-malice","천추지한","bitter-malice","ghost","special","75","100","10","원념의 오라로 공격한다. 상대가 상태이상일 경우 위력이 2배가 된다.","Has a 100% chance to lower the target's Attack by 1 stage."
"842","shelter","농성","shelter","steel","status","","","10","단단한 껍질 속으로 몸을 숨겨 방어와 회피율을 크게 올린다.","Raises the user's Defense by 2 stages."
"843","triple-arrows","3연화살","triple-arrows","fighting","physical","90","100","10","연속으로 세 발의 화살을 날린다. 급소율이 높고 상대의 방어를 떨어뜨리거나 풀죽인다.","Has a 50% chance to lower the target's Defense by 1 stage, a 30% chance to make it flinch, and a higher chance for a critical hit."
"844","infernal-parade","백귀야행","infernal-parade","ghost","special","60","100","15","원혼의 불꽃을 발사한다. 상대가 상태이상일 경우 위력이 2배가 된다.","Has a 30% chance to burn the target. Power doubles if the target has a non-volatile status condition."
"845","ceaseless-edge","비검천중파","ceaseless-edge","dark","physical","65","90","15","쉼 없이 도검을 휘둘러 공격한다. 필드에 압정뿌리기(스파이크)를 설치한다.","If this move is successful, it sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in, unless it is a Flying-type Pokemon or has the Levitate Ability. A maximum of three layers may be set, and opponents lose 1/8 of their maximum HP with one layer, 1/6 of their maximum HP with two layers, and 1/4 of their maximum HP with three layers, all rounded down. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog."
"846","bleakwind-storm","찬바람폭풍","bleakwind-storm","flying","special","100","80","10","혹한의 폭풍을 일으켜 공격한다. 상대의 스피드를 떨어뜨릴 때가 있다.","Has a 30% chance to lower the target's Speed by 1 stage. If the weather is Heavy Rain or Rain, this move does not check accuracy. If this move is used against a Pokemon holding Utility Umbrella, this move's accuracy remains at 80%."
"847","wildbolt-storm","번개폭풍","wildbolt-storm","electric","special","100","80","10","격렬한 번개의 폭풍을 일으켜 공격한다. 상대를 마비 상태로 만들 때가 있다.","Has a 20% chance to paralyze the target. If the weather is Heavy Rain or Rain, this move does not check accuracy. If this move is used against a Pokemon holding Utility Umbrella, this move's accuracy remains at 80%."
"848","sandsear-storm","열사의폭풍","sandsear-storm","ground","special","100","80","10","작열하는 모래 폭풍을 일으켜 공격한다. 상대를 화상 상태로 만들 때가 있다.","Has a 20% chance to burn the target. If the weather is Heavy Rain or Rain, this move does not check accuracy. If this move is used against a Pokemon holding Utility Umbrella, this move's accuracy remains at 80%."
"849","lunar-blessing","초승달의기도","lunar-blessing","psychic","status","","","5","달빛의 축복을 받아 파티 전체의 HP를 회복하고 상태이상을 모두 치료한다.","Each Pokemon on the user's side restores 1/4 of its maximum HP, rounded half up, and has its status condition cured."
"850","take-heart","브레이브차지","take-heart","psychic","status","","","10","스스로 마음을 다잡아 자신의 상태이상을 치유하고 특수공격과 특수방어를 올린다.","The user cures its non-volatile status condition. Raises the user's Special Attack and Special Defense by 1 stage."
"851","tera-blast","테라버스트","tera-blast","normal","special","80","100","10","If the user is Terastallized, this move becomes a physical attack if the user's Attack is greater than its Special Attack, including stat stage changes, and this move's type becomes the same as the user's Tera Type. In addition, if the user's Tera Type is Stellar, this move has 100 power, is super effective against Terastallized targets and neutral against other targets, and lowers the user's Attack and Special Attack by 1 stage.","If the user is Terastallized, this move becomes a physical attack if the user's Attack is greater than its Special Attack, including stat stage changes, and this move's type becomes the same as the user's Tera Type. In addition, if the user's Tera Type is Stellar, this move has 100 power, is super effective against Terastallized targets and neutral against other targets, and lowers the user's Attack and Special Attack by 1 stage."
"852","silk-trap","스레드트랩","silk-trap","bug","status","","","10","실로 만든 방패로 공격을 막아내며, 접촉한 상대의 스피드를 1랭크 떨어뜨린다.","The user is protected from most attacks made by other Pokemon during this turn, and Pokemon trying to make contact with the user have their Speed lowered by 1 stage. Non-damaging moves go through this protection. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn."
